sa_id,phase,tier,title,registry_status,has_recipe_file,recipe_path,recipe_md_status,verify_recipe,proof_verdict,honest_proof,full_worker_cycle,has_receipt,receipt_status,receipt_at,receipt_path,has_closeout_yaml,closeout_reporter,closeout_at,closeout_evidence,missing_gaps
sa-0078,phase-s0-ssot-alignment,T3,Update strategic_synthesis_hub this_week: spine Action + fleet auto-pass + Wire G3,backlog,yes,prompts/phase-s0-ssot-alignment/T3/sa-0078.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:11:44Z,validate-phase-s0-ssot-alignment-v1 · SSOT machine proof,NOT_DONE
sa-0079,phase-s0-ssot-alignment,T3,Set goal-dispatch-closure status in_progress with spine bridge blocker note,backlog,yes,prompts/phase-s0-ssot-alignment/T3/sa-0079.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:11:44Z,validate-phase-s0-ssot-alignment-v1 · SSOT machine proof,NOT_DONE
sa-0080,phase-s0-ssot-alignment,T3,Set P2 L0-full pendings status partial not open,backlog,yes,prompts/phase-s0-ssot-alignment/T3/sa-0080.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:11:44Z,validate-phase-s0-ssot-alignment-v1 · SSOT machine proof,NOT_DONE
sa-0081,phase-s0-ssot-alignment,T3,Sync SINA_GPT_CLAUDE_WTM_SYNTHESIS_LOCKED_v1.md Eval line to 5/5 · 100% live,backlog,yes,prompts/phase-s0-ssot-alignment/T3/sa-0081.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:11:44Z,validate-phase-s0-ssot-alignment-v1 · SSOT machine proof,NOT_DONE
sa-0082,phase-s0-ssot-alignment,T3,Add audit regression: fail if live eval ok but Eval-1b still in not_here,backlog,yes,prompts/phase-s0-ssot-alignment/T3/sa-0082.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:11:44Z,validate-phase-s0-ssot-alignment-v1 · SSOT machine proof,NOT_DONE
sa-0083,phase-s0-ssot-alignment,T3,Validate MAP_POINTER_DOCS reference WORLD_TARGET_MODEL_MAP_LOCKED_v5.md only,backlog,yes,prompts/phase-s0-ssot-alignment/T3/sa-0083.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:11:44Z,validate-phase-s0-ssot-alignment-v1 · SSOT machine proof,NOT_DONE
sa-0084,phase-s0-ssot-alignment,T3,Run bash validate-governance-drift-v1.sh; drift items must be 0,backlog,yes,prompts/phase-s0-ssot-alignment/T3/sa-0084.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:11:44Z,validate-phase-s0-ssot-alignment-v1 · SSOT machine proof,NOT_DONE
sa-0085,phase-s0-ssot-alignment,T3,Cross-check STRATEGIC_NEXT_STEPS_SYNTHESIS_LOCKED_v2.md vs /api/strategic-synthesis-v1,backlog,yes,prompts/phase-s0-ssot-alignment/T3/sa-0085.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:11:44Z,validate-phase-s0-ssot-alignment-v1 · SSOT machine proof,NOT_DONE
sa-0086,phase-s0-ssot-alignment,T3,Fix ENFORCE-only not_here when ~/.sina/gate_mode_v1.txt is enforce,backlog,yes,prompts/phase-s0-ssot-alignment/T3/sa-0086.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:11:44Z,validate-phase-s0-ssot-alignment-v1 · SSOT machine proof,NOT_DONE
sa-0087,phase-s0-ssot-alignment,T3,Verify _phase_d_complete() matches D1–D16 in-repo artifacts,backlog,yes,prompts/phase-s0-ssot-alignment/T3/sa-0087.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:11:44Z,validate-phase-s0-ssot-alignment-v1 · SSOT machine proof,NOT_DONE
sa-0088,phase-s0-ssot-alignment,T3,Run python3 audit_essentials_nav.py — 42 sidebar tabs match app.js,backlog,yes,prompts/phase-s0-ssot-alignment/T3/sa-0088.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:11:44Z,validate-phase-s0-ssot-alignment-v1 · SSOT machine proof,NOT_DONE
sa-0089,phase-s0-ssot-alignment,T3,Grep app.js for WORLD_TARGET_MODEL_MAP_LOCKED_v2 — must be zero hits,backlog,yes,prompts/phase-s0-ssot-alignment/T3/sa-0089.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:11:44Z,validate-phase-s0-ssot-alignment-v1 · SSOT machine proof,NOT_DONE
sa-0090,phase-s0-ssot-alignment,T3,Ensure PROGRAM_PROGRESS signals_auto synced_at updates on build,backlog,yes,prompts/phase-s0-ssot-alignment/T3/sa-0090.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:11:44Z,validate-phase-s0-ssot-alignment-v1 · SSOT machine proof,NOT_DONE
sa-0091,phase-s0-ssot-alignment,T3,Validate index.html has __COMMAND_DATA_LAZY and shell payload under 500KB,backlog,yes,prompts/phase-s0-ssot-alignment/T3/sa-0091.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:11:44Z,validate-phase-s0-ssot-alignment-v1 · SSOT machine proof,NOT_DONE
sa-0092,phase-s0-ssot-alignment,T3,Sync FEEDBACK_AGGREGATE execution truth with hub built_at,backlog,yes,prompts/phase-s0-ssot-alignment/T3/sa-0092.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:11:44Z,validate-phase-s0-ssot-alignment-v1 · SSOT machine proof,NOT_DONE
sa-0093,phase-s0-ssot-alignment,T3,Reject unconditional L8 line in honest_score when hybrid shipped,backlog,yes,prompts/phase-s0-ssot-alignment/T3/sa-0093.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:11:44Z,validate-phase-s0-ssot-alignment-v1 · SSOT machine proof,NOT_DONE
sa-0094,phase-s0-ssot-alignment,T3,Compare ChatGPT critic Eval claim to ~/.sina/eval_packet_v1b_report.json,backlog,yes,prompts/phase-s0-ssot-alignment/T3/sa-0094.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:11:44Z,validate-phase-s0-ssot-alignment-v1 · SSOT machine proof,NOT_DONE
sa-0095,phase-s0-ssot-alignment,T3,Compare Claude ENFORCE stale claims to dispatch-policy API live,backlog,yes,prompts/phase-s0-ssot-alignment/T3/sa-0095.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:11:44Z,validate-phase-s0-ssot-alignment-v1 · SSOT machine proof,NOT_DONE
sa-0096,phase-s0-ssot-alignment,T3,Document SSOT trust order in COUNCIL_BRIEF one bullet,backlog,yes,prompts/phase-s0-ssot-alignment/T3/sa-0096.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:11:44Z,validate-phase-s0-ssot-alignment-v1 · SSOT machine proof,NOT_DONE
sa-0097,phase-s0-ssot-alignment,T3,Grep scripts for dispatch_ready=true global set — reject,backlog,yes,prompts/phase-s0-ssot-alignment/T3/sa-0097.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:11:44Z,validate-phase-s0-ssot-alignment-v1 · SSOT machine proof,NOT_DONE
sa-0098,phase-s0-ssot-alignment,T3,Validate strategic_synthesis bottleneck mentions dispatch_ready false,backlog,yes,prompts/phase-s0-ssot-alignment/T3/sa-0098.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:11:44Z,validate-phase-s0-ssot-alignment-v1 · SSOT machine proof,NOT_DONE
sa-0099,phase-s0-ssot-alignment,T3,Strict build runs validate-eval-packet-v1b-live without SINA_EVAL_1B_LIVE=1,backlog,yes,prompts/phase-s0-ssot-alignment/T3/sa-0099.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:11:44Z,validate-phase-s0-ssot-alignment-v1 · SSOT machine proof,NOT_DONE
sa-0100,phase-s0-ssot-alignment,T3,Append SOURCEA-PRIORITY row: SSOT alignment PASS with timestamp,backlog,yes,prompts/phase-s0-ssot-alignment/T3/sa-0100.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:11:44Z,validate-phase-s0-ssot-alignment-v1 · SSOT machine proof,NOT_DONE
sa-0101,phase-s1-eval-dispatch,T0,Run bash validate-eval-packet-v1b-live.sh; sustain 5/5 pilots ≥80%,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0101.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-maintainer,2026-06-06T03:48:00Z,eval-1b LIVE pilots 5/5 100%; critical 0,NOT_DONE
sa-0102,phase-s1-eval-dispatch,T0,Wire validate-eval-packet-v1b-live into strict build default chain,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0102.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-maintainer,2026-06-06T04:12:00Z,strict build calls validate-eval-packet-v1b-live.sh; live gate blocked OpenRouter 402,NOT_DONE
sa-0103,phase-s1-eval-dispatch,T0,Strengthen eval_packet_v1b/grounding.py bugfix-gate paths model_dispatch gate_receipts,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0103.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-maintainer,2026-06-06T04:12:00Z,bugfix-gate paths model_dispatch gate_receipts snippets gate_eligible+enforce; critical 0,NOT_DONE
sa-0104,phase-s1-eval-dispatch,T0,Verify dispatch_policy eval_1b_gate_ok true in /api/dispatch-policy-v1,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0104.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0105,phase-s1-eval-dispatch,T0,Ensure dispatch_ready stays false until founder spine Action — no code bypass,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0105.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-maintainer,2026-06-06T04:34:00Z,validate-dispatch-ready-lock-v1 OK; hub APIs dispatch_ready=false; critical 0,NOT_DONE
sa-0106,phase-s1-eval-dispatch,T0,Run eval live with SINA_AUDIT_STRICT=1; capture report to ~/.sina,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0106.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-maintainer,2026-06-06T04:38:00Z,validate-eval-report-capture-v1 mode=scaffold ci=structural_only; critical 0,NOT_DONE
sa-0107,phase-s1-eval-dispatch,T0,Add validate-governance-fleet-v1.sh to find_critical_bugs.py checks list,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0107.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-maintainer,2026-06-06T13:55:00Z,validate-governance-fleet-v1.sh in checks ok=true severity=critical; critical 0,NOT_DONE
sa-0108,phase-s1-eval-dispatch,T0,Cross-check DISPATCH_POLICY_LOCKED_v1.md classes vs policy_engine.py,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0108.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-maintainer,2026-06-06T14:30:00Z,V-dispatch-01..04 PASS; mapping_ok=True; eval_tier=structural; critical 0,NOT_DONE
sa-0109,phase-s1-eval-dispatch,T0,Validate graph-executor pos-dispatch suggest not auto dispatch globally,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0109.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-maintainer,2026-06-06T15:18:00Z,first_action pos-dispatch policy_class suggest; auto_dispatch false; dispatch_ready false; critical 0,NOT_DONE
sa-0110,phase-s1-eval-dispatch,T0,Run python3 eval_packet_v1b/runner.py live smoke — write_report true,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0110.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-maintainer,2026-06-06T15:30:00Z,SKIP live blocked openrouter_402; scaffold 7/7 100%; build PASS; critical 0,NOT_DONE
sa-0111,phase-s1-eval-dispatch,T0,Harden scorer.py path citation checks for plan-eval-1b task,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0111.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-maintainer,2026-06-06T15:45:00Z,plan-eval-1b path citation hardened; basename-only rejected; build PASS; critical 0,NOT_DONE
sa-0112,phase-s1-eval-dispatch,T0,Add retrieve-dispatch grounding paths orchestrator + planner_engine,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0112.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-maintainer,2026-06-06T15:54:00Z,retrieve-dispatch orchestrator + planner_engine; dispatch_ready snippets; critical 0,NOT_DONE
sa-0113,phase-s1-eval-dispatch,T0,Validate factory-runreceipt grounding includes RUNRECEIPT schema doc,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0113.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-maintainer,2026-06-06T16:00:00Z,factory-runreceipt RUNRECEIPT schema doc; run.jsonl summary.json snippets; critical 0,NOT_DONE
sa-0114,phase-s1-eval-dispatch,T0,Validate l8-hybrid grounding cites embedding_provider.py,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0114.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-maintainer,2026-06-06T16:10:00Z,l8-hybrid embedding_provider.py; embedding hybrid snippets; critical 0,NOT_DONE
sa-0115,phase-s1-eval-dispatch,T0,Run bash validate-eval-packet-v1b.sh scaffold arm after live pass,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0115.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-maintainer,2026-06-06T16:25:00Z,scaffold arm 7/7 100%; scaffold_ok true; build PASS; critical 0,NOT_DONE
sa-0116,phase-s1-eval-dispatch,T0,Compare Eval-1 structural vs Eval-1b behavioral in council brief,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0116.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-maintainer,2026-06-06T16:45:00Z,eval_comparison in council payload; build PASS; critical 0,NOT_DONE
sa-0117,phase-s1-eval-dispatch,T0,Document eval CI in build-sina-command-panel.py header comment,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0117.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-maintainer,2026-06-06T16:55:00Z,module docstring documents Eval-1/1b CI chain; build PASS; critical 0,NOT_DONE
sa-0118,phase-s1-eval-dispatch,T0,Reject ASF as eval authority in scoreboard or progress scripts grep,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0118.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-maintainer,2026-06-06T17:05:00Z,auto_pass authority; force_override not manual; CRITICAL validator wired; critical 0,NOT_DONE
sa-0119,phase-s1-eval-dispatch,T0,Validate eval packet win_pct in command-data matches live report,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0119.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-maintainer,2026-06-06T17:15:00Z,command-data eval sync Eval-1 100% Eval-1b scaffold 100%; validator PASS; critical 0,NOT_DONE
sa-0120,phase-s1-eval-dispatch,T0,Run council_strategic_brief eval validator strings vs disk scripts,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0120.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-maintainer,2026-06-06T17:25:00Z,7 validator strings match disk + council brief; critical 0,NOT_DONE
sa-0121,phase-s1-eval-dispatch,T0,Add eval regression to audit if mode=scaffold while live_ok,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0121.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-maintainer,2026-06-06T17:35:00Z,scaffold+live_ok regression guard; hub alignment OK; critical 0,NOT_DONE
sa-0122,phase-s1-eval-dispatch,T0,Cross-check runtime/dispatch_policy/classifier.py task ids,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0122.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-maintainer,2026-06-06T17:45:00Z,4 low-risk actions validate-only; mapping_ok=True; critical 0,NOT_DONE
sa-0123,phase-s1-eval-dispatch,T0,Ensure model_dispatch.py gate receipts integrate with hub panel,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0123.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0124,phase-s1-eval-dispatch,T0,Run validate-governance-drift after eval script touch,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0124.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-maintainer,2026-06-06T17:29:23Z,PASS governance drift v1 score 100 · critical 0,NOT_DONE
sa-0125,phase-s1-eval-dispatch,T0,Append SOURCEA-PRIORITY eval sustain row with pilot count,backlog,yes,prompts/phase-s1-eval-dispatch/T0/sa-0125.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-maintainer,2026-06-06T17:35:06Z,scaffold 7/7 100% · live_pilot armed 5 · critical 0,NOT_DONE
sa-0126,phase-s1-eval-dispatch,T1,Run bash validate-eval-packet-v1b-live.sh; sustain 5/5 pilots ≥80%,backlog,yes,prompts/phase-s1-eval-dispatch/T1/sa-0126.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:14:28Z,validate-eval-packet-v1b-live structural scaffold · validate-governance-fleet-v1 · audit_hub_source_alignment PASS,NOT_DONE
sa-0127,phase-s1-eval-dispatch,T1,Wire validate-eval-packet-v1b-live into strict build default chain,backlog,yes,prompts/phase-s1-eval-dispatch/T1/sa-0127.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:29:19Z,validate-eval-packet-v1b-strict-build-chain-v1 · live in strict default chain,NOT_DONE
sa-0128,phase-s1-eval-dispatch,T1,Strengthen eval_packet_v1b/grounding.py bugfix-gate paths model_dispatch gate_receipts,backlog,yes,prompts/phase-s1-eval-dispatch/T1/sa-0128.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T03:40:01Z,validate-eval-packet-v1b-grounding sa-0128 · gate_receipt_lib + model_dispatch gate_decision paths · critical 0,NOT_DONE
sa-0129,phase-s1-eval-dispatch,T1,Verify dispatch_policy eval_1b_gate_ok true in /api/dispatch-policy-v1,backlog,yes,prompts/phase-s1-eval-dispatch/T1/sa-0129.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T13:26:06Z,validate-eval-packet-v1b-live PASS 5/5 100% · validate-dispatch-policy-v1 gate_ok=true tier=behavioral_pass · hub /api/dispatch-policy-v1 honest · supersedes 402 BLOCKED row · critical 0,NOT_DONE
sa-0130,phase-s1-eval-dispatch,T1,Ensure dispatch_ready stays false until founder spine Action — no code bypass,backlog,yes,prompts/phase-s1-eval-dispatch/T1/sa-0130.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T13:28:42Z,validate-eval-packet-v1b-live PASS 5/5 100% · validate-dispatch-policy-v1 dispatch_ready=false hub+orch · eval_1b_gate_ok=true tier=behavioral_pass · find_critical_bugs critical 0 · no code bypass,NOT_DONE
